ass1;ass2;abs
05.554;05.554;0
05.554;05.555;0.125
05.554;05.556;0.125
05.554;05.557;0.125
05.554;05.558;0.25
05.554;05.559;0.125
05.554;05.560;0.375
05.554;05.561;0
05.554;05.562;0.125
05.554;05.563;0
05.554;05.564;0.25
05.554;05.565;0
05.554;05.566;0.375
05.554;05.567;0.375
05.554;05.568;0.375
05.554;05.569;0.25
05.554;05.570;0
05.554;05.571;0.5
05.554;05.572;0.5
05.554;05.573;0.25
05.554;05.574;0.625
05.554;05.575;0.5
05.554;05.576;0.625
05.554;05.577;0.625
05.554;05.578;0.625
05.554;05.579;0.625
05.554;05.580;0.625
05.554;05.581;0.625
05.554;05.582;0.5
05.554;05.583;0.625
05.554;05.584;0.625
05.554;05.585;0.5
05.554;05.586;0.625
05.554;05.587;0.625
05.554;05.588;0.625
05.554;05.589;0.625
05.554;05.590;0.25
05.554;05.591;0.625
05.554;05.592;0.625
05.554;05.593;0.625
05.554;05.594;0.625
05.554;05.595;0.625
05.554;05.596;0.625
05.554;05.597;0.625
05.554;05.598;0.625
05.554;05.599;0.625
05.554;05.600;0.625
05.554;05.601;0.625
05.554;05.604;0.625
05.554;05.607;0.625
05.554;05.611;0.375
05.554;05.613;0.625
05.554;05.614;0.125
05.554;05.615;0.625
05.554;05.616;0.875
05.554;22.400;0.125
05.555;05.554;0.125
05.555;05.555;0
05.555;05.556;0
05.555;05.557;0
05.555;05.558;0.125
05.555;05.559;0
05.555;05.560;0.25
05.555;05.561;0.125
05.555;05.562;0
05.555;05.563;0.125
05.555;05.564;0.125
05.555;05.565;0.125
05.555;05.566;0.25
05.555;05.567;0.25
05.555;05.568;0.25
05.555;05.569;0.125
05.555;05.570;0.125
05.555;05.571;0.375
05.555;05.572;0.375
05.555;05.573;0.125
05.555;05.574;0.5
05.555;05.575;0.375
05.555;05.576;0.5
05.555;05.577;0.5
05.555;05.578;0.5
05.555;05.579;0.5
05.555;05.580;0.5
05.555;05.581;0.5
05.555;05.582;0.375
05.555;05.583;0.5
05.555;05.584;0.5
05.555;05.585;0.375
05.555;05.586;0.5
05.555;05.587;0.5
05.555;05.588;0.5
05.555;05.589;0.5
05.555;05.590;0.125
05.555;05.591;0.5
05.555;05.592;0.5
05.555;05.593;0.5
05.555;05.594;0.5
05.555;05.595;0.5
05.555;05.596;0.5
05.555;05.597;0.5
05.555;05.598;0.5
05.555;05.599;0.5
05.555;05.600;0.5
05.555;05.601;0.5
05.555;05.604;0.5
05.555;05.607;0.5
05.555;05.611;0.25
05.555;05.613;0.5
05.555;05.614;0.25
05.555;05.615;0.5
05.555;05.616;0.75
05.555;22.400;0.25
05.556;05.554;0.125
05.556;05.555;0
05.556;05.556;0
05.556;05.557;0
05.556;05.558;0.125
05.556;05.559;0
05.556;05.560;0.25
05.556;05.561;0.125
05.556;05.562;0
05.556;05.563;0.125
05.556;05.564;0.125
05.556;05.565;0.125
05.556;05.566;0.25
05.556;05.567;0.25
05.556;05.568;0.25
05.556;05.569;0.125
05.556;05.570;0.125
05.556;05.571;0.375
05.556;05.572;0.375
05.556;05.573;0.125
05.556;05.574;0.5
05.556;05.575;0.375
05.556;05.576;0.5
05.556;05.577;0.5
05.556;05.578;0.5
05.556;05.579;0.5
05.556;05.580;0.5
05.556;05.581;0.5
05.556;05.582;0.375
05.556;05.583;0.5
05.556;05.584;0.5
05.556;05.585;0.375
05.556;05.586;0.5
05.556;05.587;0.5
05.556;05.588;0.5
05.556;05.589;0.5
05.556;05.590;0.125
05.556;05.591;0.5
05.556;05.592;0.5
05.556;05.593;0.5
05.556;05.594;0.5
05.556;05.595;0.5
05.556;05.596;0.5
05.556;05.597;0.5
05.556;05.598;0.5
05.556;05.599;0.5
05.556;05.600;0.5
05.556;05.601;0.5
05.556;05.604;0.5
05.556;05.607;0.5
05.556;05.611;0.25
05.556;05.613;0.5
05.556;05.614;0.25
05.556;05.615;0.5
05.556;05.616;0.75
05.556;22.400;0.25
05.557;05.554;0.125
05.557;05.555;0
05.557;05.556;0
05.557;05.557;0
05.557;05.558;0.125
05.557;05.559;0
05.557;05.560;0.25
05.557;05.561;0.125
05.557;05.562;0
05.557;05.563;0.125
05.557;05.564;0.125
05.557;05.565;0.125
05.557;05.566;0.25
05.557;05.567;0.25
05.557;05.568;0.25
05.557;05.569;0.125
05.557;05.570;0.125
05.557;05.571;0.375
05.557;05.572;0.375
05.557;05.573;0.125
05.557;05.574;0.5
05.557;05.575;0.375
05.557;05.576;0.5
05.557;05.577;0.5
05.557;05.578;0.5
05.557;05.579;0.5
05.557;05.580;0.5
05.557;05.581;0.5
05.557;05.582;0.375
05.557;05.583;0.5
05.557;05.584;0.5
05.557;05.585;0.375
05.557;05.586;0.5
05.557;05.587;0.5
05.557;05.588;0.5
05.557;05.589;0.5
05.557;05.590;0.125
05.557;05.591;0.5
05.557;05.592;0.5
05.557;05.593;0.5
05.557;05.594;0.5
05.557;05.595;0.5
05.557;05.596;0.5
05.557;05.597;0.5
05.557;05.598;0.5
05.557;05.599;0.5
05.557;05.600;0.5
05.557;05.601;0.5
05.557;05.604;0.5
05.557;05.607;0.5
05.557;05.611;0.25
05.557;05.613;0.5
05.557;05.614;0.25
05.557;05.615;0.5
05.557;05.616;0.75
05.557;22.400;0.25
05.558;05.554;0.25
05.558;05.555;0.125
05.558;05.556;0.125
05.558;05.557;0.125
05.558;05.558;0
05.558;05.559;0.125
05.558;05.560;0.125
05.558;05.561;0.25
05.558;05.562;0.125
05.558;05.563;0.25
05.558;05.564;0
05.558;05.565;0.25
05.558;05.566;0.125
05.558;05.567;0.125
05.558;05.568;0.125
05.558;05.569;0
05.558;05.570;0.25
05.558;05.571;0.25
05.558;05.572;0.25
05.558;05.573;0
05.558;05.574;0.375
05.558;05.575;0.25
05.558;05.576;0.375
05.558;05.577;0.375
05.558;05.578;0.375
05.558;05.579;0.375
05.558;05.580;0.375
05.558;05.581;0.375
05.558;05.582;0.25
05.558;05.583;0.375
05.558;05.584;0.375
05.558;05.585;0.25
05.558;05.586;0.375
05.558;05.587;0.375
05.558;05.588;0.375
05.558;05.589;0.375
05.558;05.590;0
05.558;05.591;0.375
05.558;05.592;0.375
05.558;05.593;0.375
05.558;05.594;0.375
05.558;05.595;0.375
05.558;05.596;0.375
05.558;05.597;0.375
05.558;05.598;0.375
05.558;05.599;0.375
05.558;05.600;0.375
05.558;05.601;0.375
05.558;05.604;0.375
05.558;05.607;0.375
05.558;05.611;0.125
05.558;05.613;0.375
05.558;05.614;0.375
05.558;05.615;0.375
05.558;05.616;0.625
05.558;22.400;0.375
05.559;05.554;0.125
05.559;05.555;0
05.559;05.556;0
05.559;05.557;0
05.559;05.558;0.125
05.559;05.559;0
05.559;05.560;0.25
05.559;05.561;0.125
05.559;05.562;0
05.559;05.563;0.125
05.559;05.564;0.125
05.559;05.565;0.125
05.559;05.566;0.25
05.559;05.567;0.25
05.559;05.568;0.25
05.559;05.569;0.125
05.559;05.570;0.125
05.559;05.571;0.375
05.559;05.572;0.375
05.559;05.573;0.125
05.559;05.574;0.5
05.559;05.575;0.375
05.559;05.576;0.5
05.559;05.577;0.5
05.559;05.578;0.5
05.559;05.579;0.5
05.559;05.580;0.5
05.559;05.581;0.5
05.559;05.582;0.375
05.559;05.583;0.5
05.559;05.584;0.5
05.559;05.585;0.375
05.559;05.586;0.5
05.559;05.587;0.5
05.559;05.588;0.5
05.559;05.589;0.5
05.559;05.590;0.125
05.559;05.591;0.5
05.559;05.592;0.5
05.559;05.593;0.5
05.559;05.594;0.5
05.559;05.595;0.5
05.559;05.596;0.5
05.559;05.597;0.5
05.559;05.598;0.5
05.559;05.599;0.5
05.559;05.600;0.5
05.559;05.601;0.5
05.559;05.604;0.5
05.559;05.607;0.5
05.559;05.611;0.25
05.559;05.613;0.5
05.559;05.614;0.25
05.559;05.615;0.5
05.559;05.616;0.75
05.559;22.400;0.25
05.560;05.554;0.375
05.560;05.555;0.25
05.560;05.556;0.25
05.560;05.557;0.25
05.560;05.558;0.125
05.560;05.559;0.25
05.560;05.560;0
05.560;05.561;0.375
05.560;05.562;0.25
05.560;05.563;0.375
05.560;05.564;0.125
05.560;05.565;0.375
05.560;05.566;0
05.560;05.567;0
05.560;05.568;0
05.560;05.569;0.125
05.560;05.570;0.375
05.560;05.571;0.125
05.560;05.572;0.125
05.560;05.573;0.125
05.560;05.574;0.25
05.560;05.575;0.125
05.560;05.576;0.25
05.560;05.577;0.25
05.560;05.578;0.25
05.560;05.579;0.25
05.560;05.580;0.25
05.560;05.581;0.25
05.560;05.582;0.125
05.560;05.583;0.25
05.560;05.584;0.25
05.560;05.585;0.125
05.560;05.586;0.25
05.560;05.587;0.25
05.560;05.588;0.25
05.560;05.589;0.25
05.560;05.590;0.125
05.560;05.591;0.25
05.560;05.592;0.25
05.560;05.593;0.25
05.560;05.594;0.25
05.560;05.595;0.25
05.560;05.596;0.25
05.560;05.597;0.25
05.560;05.598;0.25
05.560;05.599;0.25
05.560;05.600;0.25
05.560;05.601;0.25
05.560;05.604;0.25
05.560;05.607;0.25
05.560;05.611;0
05.560;05.613;0.25
05.560;05.614;0.5
05.560;05.615;0.25
05.560;05.616;0.5
05.560;22.400;0.5
05.561;05.554;0
05.561;05.555;0.125
05.561;05.556;0.125
05.561;05.557;0.125
05.561;05.558;0.25
05.561;05.559;0.125
05.561;05.560;0.375
05.561;05.561;0
05.561;05.562;0.125
05.561;05.563;0
05.561;05.564;0.25
05.561;05.565;0
05.561;05.566;0.375
05.561;05.567;0.375
05.561;05.568;0.375
05.561;05.569;0.25
05.561;05.570;0
05.561;05.571;0.5
05.561;05.572;0.5
05.561;05.573;0.25
05.561;05.574;0.625
05.561;05.575;0.5
05.561;05.576;0.625
05.561;05.577;0.625
05.561;05.578;0.625
05.561;05.579;0.625
05.561;05.580;0.625
05.561;05.581;0.625
05.561;05.582;0.5
05.561;05.583;0.625
05.561;05.584;0.625
05.561;05.585;0.5
05.561;05.586;0.625
05.561;05.587;0.625
05.561;05.588;0.625
05.561;05.589;0.625
05.561;05.590;0.25
05.561;05.591;0.625
05.561;05.592;0.625
05.561;05.593;0.625
05.561;05.594;0.625
05.561;05.595;0.625
05.561;05.596;0.625
05.561;05.597;0.625
05.561;05.598;0.625
05.561;05.599;0.625
05.561;05.600;0.625
05.561;05.601;0.625
05.561;05.604;0.625
05.561;05.607;0.625
05.561;05.611;0.375
05.561;05.613;0.625
05.561;05.614;0.125
05.561;05.615;0.625
05.561;05.616;0.875
05.561;22.400;0.125
05.562;05.554;0.125
05.562;05.555;0
05.562;05.556;0
05.562;05.557;0
05.562;05.558;0.125
05.562;05.559;0
05.562;05.560;0.25
05.562;05.561;0.125
05.562;05.562;0
05.562;05.563;0.125
05.562;05.564;0.125
05.562;05.565;0.125
05.562;05.566;0.25
05.562;05.567;0.25
05.562;05.568;0.25
05.562;05.569;0.125
05.562;05.570;0.125
05.562;05.571;0.375
05.562;05.572;0.375
05.562;05.573;0.125
05.562;05.574;0.5
05.562;05.575;0.375
05.562;05.576;0.5
05.562;05.577;0.5
05.562;05.578;0.5
05.562;05.579;0.5
05.562;05.580;0.5
05.562;05.581;0.5
05.562;05.582;0.375
05.562;05.583;0.5
05.562;05.584;0.5
05.562;05.585;0.375
05.562;05.586;0.5
05.562;05.587;0.5
05.562;05.588;0.5
05.562;05.589;0.5
05.562;05.590;0.125
05.562;05.591;0.5
05.562;05.592;0.5
05.562;05.593;0.5
05.562;05.594;0.5
05.562;05.595;0.5
05.562;05.596;0.5
05.562;05.597;0.5
05.562;05.598;0.5
05.562;05.599;0.5
05.562;05.600;0.5
05.562;05.601;0.5
05.562;05.604;0.5
05.562;05.607;0.5
05.562;05.611;0.25
05.562;05.613;0.5
05.562;05.614;0.25
05.562;05.615;0.5
05.562;05.616;0.75
05.562;22.400;0.25
05.563;05.554;0
05.563;05.555;0.125
05.563;05.556;0.125
05.563;05.557;0.125
05.563;05.558;0.25
05.563;05.559;0.125
05.563;05.560;0.375
05.563;05.561;0
05.563;05.562;0.125
05.563;05.563;0
05.563;05.564;0.25
05.563;05.565;0
05.563;05.566;0.375
05.563;05.567;0.375
05.563;05.568;0.375
05.563;05.569;0.25
05.563;05.570;0
05.563;05.571;0.5
05.563;05.572;0.5
05.563;05.573;0.25
05.563;05.574;0.625
05.563;05.575;0.5
05.563;05.576;0.625
05.563;05.577;0.625
05.563;05.578;0.625
05.563;05.579;0.625
05.563;05.580;0.625
05.563;05.581;0.625
05.563;05.582;0.5
05.563;05.583;0.625
05.563;05.584;0.625
05.563;05.585;0.5
05.563;05.586;0.625
05.563;05.587;0.625
05.563;05.588;0.625
05.563;05.589;0.625
05.563;05.590;0.25
05.563;05.591;0.625
05.563;05.592;0.625
05.563;05.593;0.625
05.563;05.594;0.625
05.563;05.595;0.625
05.563;05.596;0.625
05.563;05.597;0.625
05.563;05.598;0.625
05.563;05.599;0.625
05.563;05.600;0.625
05.563;05.601;0.625
05.563;05.604;0.625
05.563;05.607;0.625
05.563;05.611;0.375
05.563;05.613;0.625
05.563;05.614;0.125
05.563;05.615;0.625
05.563;05.616;0.875
05.563;22.400;0.125
05.564;05.554;0.25
05.564;05.555;0.125
05.564;05.556;0.125
05.564;05.557;0.125
05.564;05.558;0
05.564;05.559;0.125
05.564;05.560;0.125
05.564;05.561;0.25
05.564;05.562;0.125
05.564;05.563;0.25
05.564;05.564;0
05.564;05.565;0.25
05.564;05.566;0.125
05.564;05.567;0.125
05.564;05.568;0.125
05.564;05.569;0
05.564;05.570;0.25
05.564;05.571;0.25
05.564;05.572;0.25
05.564;05.573;0
05.564;05.574;0.375
05.564;05.575;0.25
05.564;05.576;0.375
05.564;05.577;0.375
05.564;05.578;0.375
05.564;05.579;0.375
05.564;05.580;0.375
05.564;05.581;0.375
05.564;05.582;0.25
05.564;05.583;0.375
05.564;05.584;0.375
05.564;05.585;0.25
05.564;05.586;0.375
05.564;05.587;0.375
05.564;05.588;0.375
05.564;05.589;0.375
05.564;05.590;0
05.564;05.591;0.375
05.564;05.592;0.375
05.564;05.593;0.375
05.564;05.594;0.375
05.564;05.595;0.375
05.564;05.596;0.375
05.564;05.597;0.375
05.564;05.598;0.375
05.564;05.599;0.375
05.564;05.600;0.375
05.564;05.601;0.375
05.564;05.604;0.375
05.564;05.607;0.375
05.564;05.611;0.125
05.564;05.613;0.375
05.564;05.614;0.375
05.564;05.615;0.375
05.564;05.616;0.625
05.564;22.400;0.375
05.565;05.554;0
05.565;05.555;0.125
05.565;05.556;0.125
05.565;05.557;0.125
05.565;05.558;0.25
05.565;05.559;0.125
05.565;05.560;0.375
05.565;05.561;0
05.565;05.562;0.125
05.565;05.563;0
05.565;05.564;0.25
05.565;05.565;0
05.565;05.566;0.375
05.565;05.567;0.375
05.565;05.568;0.375
05.565;05.569;0.25
05.565;05.570;0
05.565;05.571;0.5
05.565;05.572;0.5
05.565;05.573;0.25
05.565;05.574;0.625
05.565;05.575;0.5
05.565;05.576;0.625
05.565;05.577;0.625
05.565;05.578;0.625
05.565;05.579;0.625
05.565;05.580;0.625
05.565;05.581;0.625
05.565;05.582;0.5
05.565;05.583;0.625
05.565;05.584;0.625
05.565;05.585;0.5
05.565;05.586;0.625
05.565;05.587;0.625
05.565;05.588;0.625
05.565;05.589;0.625
05.565;05.590;0.25
05.565;05.591;0.625
05.565;05.592;0.625
05.565;05.593;0.625
05.565;05.594;0.625
05.565;05.595;0.625
05.565;05.596;0.625
05.565;05.597;0.625
05.565;05.598;0.625
05.565;05.599;0.625
05.565;05.600;0.625
05.565;05.601;0.625
05.565;05.604;0.625
05.565;05.607;0.625
05.565;05.611;0.375
05.565;05.613;0.625
05.565;05.614;0.125
05.565;05.615;0.625
05.565;05.616;0.875
05.565;22.400;0.125
05.566;05.554;0.375
05.566;05.555;0.25
05.566;05.556;0.25
05.566;05.557;0.25
05.566;05.558;0.125
05.566;05.559;0.25
05.566;05.560;0
05.566;05.561;0.375
05.566;05.562;0.25
05.566;05.563;0.375
05.566;05.564;0.125
05.566;05.565;0.375
05.566;05.566;0
05.566;05.567;0
05.566;05.568;0
05.566;05.569;0.125
05.566;05.570;0.375
05.566;05.571;0.125
05.566;05.572;0.125
05.566;05.573;0.125
05.566;05.574;0.25
05.566;05.575;0.125
05.566;05.576;0.25
05.566;05.577;0.25
05.566;05.578;0.25
05.566;05.579;0.25
05.566;05.580;0.25
05.566;05.581;0.25
05.566;05.582;0.125
05.566;05.583;0.25
05.566;05.584;0.25
05.566;05.585;0.125
05.566;05.586;0.25
05.566;05.587;0.25
05.566;05.588;0.25
05.566;05.589;0.25
05.566;05.590;0.125
05.566;05.591;0.25
05.566;05.592;0.25
05.566;05.593;0.25
05.566;05.594;0.25
05.566;05.595;0.25
05.566;05.596;0.25
05.566;05.597;0.25
05.566;05.598;0.25
05.566;05.599;0.25
05.566;05.600;0.25
05.566;05.601;0.25
05.566;05.604;0.25
05.566;05.607;0.25
05.566;05.611;0
05.566;05.613;0.25
05.566;05.614;0.5
05.566;05.615;0.25
05.566;05.616;0.5
05.566;22.400;0.5
05.567;05.554;0.375
05.567;05.555;0.25
05.567;05.556;0.25
05.567;05.557;0.25
05.567;05.558;0.125
05.567;05.559;0.25
05.567;05.560;0
05.567;05.561;0.375
05.567;05.562;0.25
05.567;05.563;0.375
05.567;05.564;0.125
05.567;05.565;0.375
05.567;05.566;0
05.567;05.567;0
05.567;05.568;0
05.567;05.569;0.125
05.567;05.570;0.375
05.567;05.571;0.125
05.567;05.572;0.125
05.567;05.573;0.125
05.567;05.574;0.25
05.567;05.575;0.125
05.567;05.576;0.25
05.567;05.577;0.25
05.567;05.578;0.25
05.567;05.579;0.25
05.567;05.580;0.25
05.567;05.581;0.25
05.567;05.582;0.125
05.567;05.583;0.25
05.567;05.584;0.25
05.567;05.585;0.125
05.567;05.586;0.25
05.567;05.587;0.25
05.567;05.588;0.25
05.567;05.589;0.25
05.567;05.590;0.125
05.567;05.591;0.25
05.567;05.592;0.25
05.567;05.593;0.25
05.567;05.594;0.25
05.567;05.595;0.25
05.567;05.596;0.25
05.567;05.597;0.25
05.567;05.598;0.25
05.567;05.599;0.25
05.567;05.600;0.25
05.567;05.601;0.25
05.567;05.604;0.25
05.567;05.607;0.25
05.567;05.611;0
05.567;05.613;0.25
05.567;05.614;0.5
05.567;05.615;0.25
05.567;05.616;0.5
05.567;22.400;0.5
05.568;05.554;0.375
05.568;05.555;0.25
05.568;05.556;0.25
05.568;05.557;0.25
05.568;05.558;0.125
05.568;05.559;0.25
05.568;05.560;0
05.568;05.561;0.375
05.568;05.562;0.25
05.568;05.563;0.375
05.568;05.564;0.125
05.568;05.565;0.375
05.568;05.566;0
05.568;05.567;0
05.568;05.568;0
05.568;05.569;0.125
05.568;05.570;0.375
05.568;05.571;0.125
05.568;05.572;0.125
05.568;05.573;0.125
05.568;05.574;0.25
05.568;05.575;0.125
05.568;05.576;0.25
05.568;05.577;0.25
05.568;05.578;0.25
05.568;05.579;0.25
05.568;05.580;0.25
05.568;05.581;0.25
05.568;05.582;0.125
05.568;05.583;0.25
05.568;05.584;0.25
05.568;05.585;0.125
05.568;05.586;0.25
05.568;05.587;0.25
05.568;05.588;0.25
05.568;05.589;0.25
05.568;05.590;0.125
05.568;05.591;0.25
05.568;05.592;0.25
05.568;05.593;0.25
05.568;05.594;0.25
05.568;05.595;0.25
05.568;05.596;0.25
05.568;05.597;0.25
05.568;05.598;0.25
05.568;05.599;0.25
05.568;05.600;0.25
05.568;05.601;0.25
05.568;05.604;0.25
05.568;05.607;0.25
05.568;05.611;0
05.568;05.613;0.25
05.568;05.614;0.5
05.568;05.615;0.25
05.568;05.616;0.5
05.568;22.400;0.5
05.569;05.554;0.25
05.569;05.555;0.125
05.569;05.556;0.125
05.569;05.557;0.125
05.569;05.558;0
05.569;05.559;0.125
05.569;05.560;0.125
05.569;05.561;0.25
05.569;05.562;0.125
05.569;05.563;0.25
05.569;05.564;0
05.569;05.565;0.25
05.569;05.566;0.125
05.569;05.567;0.125
05.569;05.568;0.125
05.569;05.569;0
05.569;05.570;0.25
05.569;05.571;0.25
05.569;05.572;0.25
05.569;05.573;0
05.569;05.574;0.375
05.569;05.575;0.25
05.569;05.576;0.375
05.569;05.577;0.375
05.569;05.578;0.375
05.569;05.579;0.375
05.569;05.580;0.375
05.569;05.581;0.375
05.569;05.582;0.25
05.569;05.583;0.375
05.569;05.584;0.375
05.569;05.585;0.25
05.569;05.586;0.375
05.569;05.587;0.375
05.569;05.588;0.375
05.569;05.589;0.375
05.569;05.590;0
05.569;05.591;0.375
05.569;05.592;0.375
05.569;05.593;0.375
05.569;05.594;0.375
05.569;05.595;0.375
05.569;05.596;0.375
05.569;05.597;0.375
05.569;05.598;0.375
05.569;05.599;0.375
05.569;05.600;0.375
05.569;05.601;0.375
05.569;05.604;0.375
05.569;05.607;0.375
05.569;05.611;0.125
05.569;05.613;0.375
05.569;05.614;0.375
05.569;05.615;0.375
05.569;05.616;0.625
05.569;22.400;0.375
05.570;05.554;0
05.570;05.555;0.125
05.570;05.556;0.125
05.570;05.557;0.125
05.570;05.558;0.25
05.570;05.559;0.125
05.570;05.560;0.375
05.570;05.561;0
05.570;05.562;0.125
05.570;05.563;0
05.570;05.564;0.25
05.570;05.565;0
05.570;05.566;0.375
05.570;05.567;0.375
05.570;05.568;0.375
05.570;05.569;0.25
05.570;05.570;0
05.570;05.571;0.5
05.570;05.572;0.5
05.570;05.573;0.25
05.570;05.574;0.625
05.570;05.575;0.5
05.570;05.576;0.625
05.570;05.577;0.625
05.570;05.578;0.625
05.570;05.579;0.625
05.570;05.580;0.625
05.570;05.581;0.625
05.570;05.582;0.5
05.570;05.583;0.625
05.570;05.584;0.625
05.570;05.585;0.5
05.570;05.586;0.625
05.570;05.587;0.625
05.570;05.588;0.625
05.570;05.589;0.625
05.570;05.590;0.25
05.570;05.591;0.625
05.570;05.592;0.625
05.570;05.593;0.625
05.570;05.594;0.625
05.570;05.595;0.625
05.570;05.596;0.625
05.570;05.597;0.625
05.570;05.598;0.625
05.570;05.599;0.625
05.570;05.600;0.625
05.570;05.601;0.625
05.570;05.604;0.625
05.570;05.607;0.625
05.570;05.611;0.375
05.570;05.613;0.625
05.570;05.614;0.125
05.570;05.615;0.625
05.570;05.616;0.875
05.570;22.400;0.125
05.571;05.554;0.5
05.571;05.555;0.375
05.571;05.556;0.375
05.571;05.557;0.375
05.571;05.558;0.25
05.571;05.559;0.375
05.571;05.560;0.125
05.571;05.561;0.5
05.571;05.562;0.375
05.571;05.563;0.5
05.571;05.564;0.25
05.571;05.565;0.5
05.571;05.566;0.125
05.571;05.567;0.125
05.571;05.568;0.125
05.571;05.569;0.25
05.571;05.570;0.5
05.571;05.571;0
05.571;05.572;0
05.571;05.573;0.25
05.571;05.574;0.125
05.571;05.575;0
05.571;05.576;0.125
05.571;05.577;0.125
05.571;05.578;0.125
05.571;05.579;0.125
05.571;05.580;0.125
05.571;05.581;0.125
05.571;05.582;0
05.571;05.583;0.125
05.571;05.584;0.125
05.571;05.585;0
05.571;05.586;0.125
05.571;05.587;0.125
05.571;05.588;0.125
05.571;05.589;0.125
05.571;05.590;0.25
05.571;05.591;0.125
05.571;05.592;0.125
05.571;05.593;0.125
05.571;05.594;0.125
05.571;05.595;0.125
05.571;05.596;0.125
05.571;05.597;0.125
05.571;05.598;0.125
05.571;05.599;0.125
05.571;05.600;0.125
05.571;05.601;0.125
05.571;05.604;0.125
05.571;05.607;0.125
05.571;05.611;0.125
05.571;05.613;0.125
05.571;05.614;0.625
05.571;05.615;0.125
05.571;05.616;0.375
05.571;22.400;0.625
05.572;05.554;0.5
05.572;05.555;0.375
05.572;05.556;0.375
05.572;05.557;0.375
05.572;05.558;0.25
05.572;05.559;0.375
05.572;05.560;0.125
05.572;05.561;0.5
05.572;05.562;0.375
05.572;05.563;0.5
05.572;05.564;0.25
05.572;05.565;0.5
05.572;05.566;0.125
05.572;05.567;0.125
05.572;05.568;0.125
05.572;05.569;0.25
05.572;05.570;0.5
05.572;05.571;0
05.572;05.572;0
05.572;05.573;0.25
05.572;05.574;0.125
05.572;05.575;0
05.572;05.576;0.125
05.572;05.577;0.125
05.572;05.578;0.125
05.572;05.579;0.125
05.572;05.580;0.125
05.572;05.581;0.125
05.572;05.582;0
05.572;05.583;0.125
05.572;05.584;0.125
05.572;05.585;0
05.572;05.586;0.125
